dataset,sample_id,service,locale,duration_s,reference,hypothesis,wer,sentence_error,ins,del,sub,ref_len,first_latency_ms,lbl_ms,upl_ms,upl_self_ms,upl_anchor,speech_start_s,speech_end_s,boundary_fix_action,first_word_start_s,last_word_end_s,vad_truncated_s,error
nl-NL_DT1,1r_nl-NL_male-DT1/114.Wijzig de routevoorkeur naar intelligente aanbeveling.wav,fast_default,nl-NL,4.95,Wijzig de routevoorkeur naar intelligente aanbeveling,Wijzig de routevoorkeur naar intelligente aanbevelingen.,0.1667,1,0,0,1,6,6386.3,1586.3,2156.6,2116.6,realtime,1.27,4.23,none,,,4.73,
nl-NL_DT1,1r_nl-NL_male-DT1/114.Wijzig de routevoorkeur naar intelligente aanbeveling.wav,whisper_v3,nl-NL,4.95,Wijzig de routevoorkeur naar intelligente aanbeveling,Wijzig de routevoorkeur naar intelligente aanbevelingen.,0.1667,1,0,0,1,6,9300.7,4503.3,5073.8,5033.8,realtime,1.27,4.23,none,,,4.73,
nl-NL_DT1,1l_nl-NL_female-DT1/052.Automatisch ontgrendelen van de deuren inschakelen bij parkeren.wav,realtime,nl-NL,5.64,Automatisch ontgrendelen van de deuren inschakelen bij parkeren,Automatisch ontgrendelen van de deuren inschakelen bij parkeren.,0.0,0,0,0,0,8,1669.5,95.7,705.8,705.8,realtime,1.29,5.09,none,1.29,5.09,,
nl-NL_DT1,1l_nl-NL_female-DT1/052.Automatisch ontgrendelen van de deuren inschakelen bij parkeren.wav,fast_mai,nl-NL,5.64,Automatisch ontgrendelen van de deuren inschakelen bij parkeren,Automatisch ontgrendelen van de deuren inschakelen bij parkeren.,0.0,0,0,0,0,8,6086.6,486.7,996.8,496.8,realtime,1.29,5.09,none,,,5.59,
nl-NL_DT1,1l_nl-NL_female-DT1/052.Automatisch ontgrendelen van de deuren inschakelen bij parkeren.wav,fast_default,nl-NL,5.64,Automatisch ontgrendelen van de deuren inschakelen bij parkeren,Automatisch ontgrendelen van de deuren inschakelen bij parkeren.,0.0,0,0,0,0,8,6948.9,1348.6,1859.0,1879.0,realtime,1.29,5.09,none,,,5.59,
nl-NL_DT1,1l_nl-NL_female-DT1/052.Automatisch ontgrendelen van de deuren inschakelen bij parkeren.wav,whisper_v3,nl-NL,5.64,Automatisch ontgrendelen van de deuren inschakelen bij parkeren,Automatisch ontgrendelen van de deuren inschakelen bij parkeren.,0.0,0,0,0,0,8,8713.5,3113.4,3623.7,3643.7,realtime,1.29,5.09,none,,,5.59,
nl-NL_DT1,1r_nl-NL_male-DT1/008.Temperaturen synchroniseren.wav,realtime,nl-NL,3.72,Temperaturen synchroniseren,Temperaturen synchroniseer.,0.5,1,0,0,1,2,1272.8,515.8,1396.1,1396.1,realtime,1.2,2.92,none,1.2,2.92,,
nl-NL_DT1,1r_nl-NL_male-DT1/008.Temperaturen synchroniseren.wav,fast_mai,nl-NL,3.72,Temperaturen synchroniseren,Temperaturen synchroniseren.,0.0,0,0,0,0,2,3970.5,470.3,1050.6,550.6,realtime,1.2,2.92,none,,,3.42,
nl-NL_DT1,1r_nl-NL_male-DT1/008.Temperaturen synchroniseren.wav,fast_default,nl-NL,3.72,Temperaturen synchroniseren,Temperaturen synchroniseer.,0.5,1,0,0,1,2,4621.9,1122.0,1702.1,1752.1,realtime,1.2,2.92,none,,,3.42,
nl-NL_DT1,1r_nl-NL_male-DT1/008.Temperaturen synchroniseren.wav,whisper_v3,nl-NL,3.72,Temperaturen synchroniseren,Temperaturen synchroniseer.,0.5,1,0,0,1,2,4643.8,1143.8,1723.9,1773.9,realtime,1.2,2.92,none,,,3.42,
nl-NL_DT1,1l_nl-NL_male-DT1/060.Automatisch parkeren inschakelen.wav,realtime,nl-NL,3.95,Automatisch parkeren inschakelen,Automatisch parkeerplicht inschakelen.,0.3333,1,0,0,1,3,1315.6,-18.7,601.5,601.5,realtime,1.26,3.38,none,1.26,3.38,,
nl-NL_DT1,1l_nl-NL_male-DT1/060.Automatisch parkeren inschakelen.wav,fast_mai,nl-NL,3.95,Automatisch parkeren inschakelen,Automatisch parkeren inschakelen.,0.0,0,0,0,0,3,4354.4,454.5,974.6,474.6,realtime,1.26,3.38,none,,,3.88,
nl-NL_DT1,1l_nl-NL_male-DT1/060.Automatisch parkeren inschakelen.wav,fast_default,nl-NL,3.95,Automatisch parkeren inschakelen,Automatisch parkeerlichten schakelen.,0.6667,1,0,0,2,3,5178.8,1278.5,1798.9,1948.9,realtime,1.26,3.38,none,,,3.88,
nl-NL_DT1,1l_nl-NL_male-DT1/060.Automatisch parkeren inschakelen.wav,whisper_v3,nl-NL,3.95,Automatisch parkeren inschakelen,Automatisch parkeerlichten schakelen.,0.6667,1,0,0,2,3,5190.0,1289.7,1810.1,1960.1,realtime,1.26,3.38,none,,,3.88,
nl-NL_DT1,1l_nl-NL_male-DT1/136.Speel 100.7 FM af.wav,realtime,nl-NL,4.08,Speel 100.7 FM af,,1.0,1,0,5,0,5,,,,,realtime,,,skip,,,,
nl-NL_DT1,1l_nl-NL_male-DT1/136.Speel 100.7 FM af.wav,fast_mai,nl-NL,4.08,Speel 100.7 FM af,,1.0,1,0,5,0,5,4518.3,418.4,438.5,438.5,self,,,skip,,,,
nl-NL_DT1,1l_nl-NL_male-DT1/136.Speel 100.7 FM af.wav,fast_default,nl-NL,4.08,Speel 100.7 FM af,Ja.,1.0,1,0,4,1,5,5340.3,1240.2,2070.4,2070.4,self,,,skip,,,,
nl-NL_DT1,1l_nl-NL_male-DT1/136.Speel 100.7 FM af.wav,whisper_v3,nl-NL,4.08,Speel 100.7 FM af,Ja.,1.0,1,0,4,1,5,5344.7,1244.5,2074.9,2074.9,self,,,skip,,,,
nl-NL_DT1,2r_nl-NL_male-DT1/067.Ik wil de systeeminstellingen openen.wav,realtime,nl-NL,4.0,Ik wil de systeeminstellingen openen,Ik wil mijn systeeminstellingen openen.,0.2,1,0,0,1,5,951.8,-105.6,634.9,634.9,realtime,1.22,3.26,none,1.22,3.26,,
nl-NL_DT1,2r_nl-NL_male-DT1/067.Ik wil de systeeminstellingen openen.wav,fast_mai,nl-NL,4.0,Ik wil de systeeminstellingen openen,Ik wil de systeeminstellingen openen.,0.0,0,0,0,0,5,4213.8,413.7,954.0,454.0,realtime,1.22,3.26,none,,,3.76,
nl-NL_DT1,2r_nl-NL_male-DT1/067.Ik wil de systeeminstellingen openen.wav,fast_default,nl-NL,4.0,Ik wil de systeeminstellingen openen,Ik wil de systeeminstellingen openen.,0.0,0,0,0,0,5,4956.5,1156.4,1696.6,1686.6,realtime,1.22,3.26,none,,,3.76,
nl-NL_DT1,2r_nl-NL_male-DT1/067.Ik wil de systeeminstellingen openen.wav,whisper_v3,nl-NL,4.0,Ik wil de systeeminstellingen openen,Ik wil de systeeminstellingen openen.,0.0,0,0,0,0,5,5034.4,1234.2,1774.6,1764.6,realtime,1.22,3.26,none,,,3.76,
nl-NL_DT1,1l_nl-NL_male-DT1/029.Stoelinstellingen openen.wav,realtime,nl-NL,3.5,Stoelinstellingen openen,Stoelinstellingen openen.,0.0,0,0,0,0,2,441.1,4.0,614.3,614.3,realtime,2.21,2.89,none,2.21,2.89,,
nl-NL_DT1,1l_nl-NL_male-DT1/029.Stoelinstellingen openen.wav,fast_mai,nl-NL,3.5,Stoelinstellingen openen,Stoelinstellingen openen.,0.0,0,0,0,0,2,3845.0,445.1,955.2,455.2,realtime,2.21,2.89,none,,,3.39,
nl-NL_DT1,1l_nl-NL_male-DT1/029.Stoelinstellingen openen.wav,fast_default,nl-NL,3.5,Stoelinstellingen openen,Stoelinstellingen openen.,0.0,0,0,0,0,2,4566.6,1166.4,1676.6,1776.6,realtime,2.21,2.89,none,,,3.39,
nl-NL_DT1,1l_nl-NL_male-DT1/029.Stoelinstellingen openen.wav,whisper_v3,nl-NL,3.5,Stoelinstellingen openen,Stoelinstellingen openen.,0.0,0,0,0,0,2,4585.2,1185.2,1695.3,1795.3,realtime,2.21,2.89,none,,,3.39,
nl-NL_DT1,2l_nl-NL_male-DT1/115.Kies de kortste afstand.wav,realtime,nl-NL,3.38,Kies de kortste afstand,Kies de kortste afstand.,0.0,0,0,0,0,4,1289.6,-103.0,677.6,677.6,realtime,1.18,2.62,none,1.18,2.62,,
nl-NL_DT1,2l_nl-NL_male-DT1/115.Kies de kortste afstand.wav,fast_mai,nl-NL,3.38,Kies de kortste afstand,Kies de kortste afstand.,0.0,0,0,0,0,4,3750.8,550.2,1130.8,630.8,realtime,1.18,2.62,none,,,3.12,
nl-NL_DT1,2l_nl-NL_male-DT1/115.Kies de kortste afstand.wav,fast_default,nl-NL,3.38,Kies de kortste afstand,Kies de kortste afstand.,0.0,0,0,0,0,4,4243.4,1043.0,1623.4,1613.4,realtime,1.18,2.62,none,,,3.12,
nl-NL_DT1,2l_nl-NL_male-DT1/115.Kies de kortste afstand.wav,whisper_v3,nl-NL,3.38,Kies de kortste afstand,Kies de kortste afstand.,0.0,0,0,0,0,4,4284.0,1083.7,1664.0,1654.0,realtime,1.18,2.62,none,,,3.12,
nl-NL_DT1,1l_nl-NL_female-DT1/066.Open de weergave van het energieverbruik.wav,realtime,nl-NL,4.35,Open de weergave van het energieverbruik,Open de weershaven van het energieverbruik.,0.1667,1,0,0,1,6,1240.4,109.6,850.2,850.2,realtime,1.42,3.66,none,1.42,3.66,,
nl-NL_DT1,1l_nl-NL_female-DT1/066.Open de weergave van het energieverbruik.wav,fast_mai,nl-NL,4.35,Open de weergave van het energieverbruik,Open de weergave van het energieverbruik.,0.0,0,0,0,0,6,4631.1,430.9,971.2,471.2,realtime,1.42,3.66,none,,,4.16,
nl-NL_DT1,1l_nl-NL_female-DT1/066.Open de weergave van het energieverbruik.wav,whisper_v3,nl-NL,4.35,Open de weergave van het energieverbruik,Open de weershaven van het energieverbruik.,0.1667,1,0,0,1,6,5340.4,1140.0,1680.5,1670.5,realtime,1.42,3.66,none,,,4.16,
nl-NL_DT1,1l_nl-NL_female-DT1/066.Open de weergave van het energieverbruik.wav,fast_default,nl-NL,4.35,Open de weergave van het energieverbruik,Open de weershaven van het energieverbruik.,0.1667,1,0,0,1,6,5355.7,1155.6,1695.8,1685.8,realtime,1.42,3.66,none,,,4.16,
nl-NL_DT1,1l_nl-NL_female-DT1/062.Schakel de waarschuwing voor botsingen achteraan in.wav,realtime,nl-NL,4.77,Schakel de waarschuwing voor botsingen achteraan in,Schakel de waarschuwing voor botsingen achteraan in.,0.0,0,0,0,0,7,971.8,92.8,663.3,663.3,realtime,1.63,4.23,none,1.63,4.23,,
nl-NL_DT1,1l_nl-NL_female-DT1/062.Schakel de waarschuwing voor botsingen achteraan in.wav,fast_mai,nl-NL,4.77,Schakel de waarschuwing voor botsingen achteraan in,Stapel de waarschuwing voor botsingen achteraan in.,0.1429,1,0,0,1,7,5259.4,459.1,1029.4,529.4,realtime,1.63,4.23,none,,,4.73,
nl-NL_DT1,1l_nl-NL_female-DT1/062.Schakel de waarschuwing voor botsingen achteraan in.wav,fast_default,nl-NL,4.77,Schakel de waarschuwing voor botsingen achteraan in,Schakel de waarschuwing voor botsingen achteraan in.,0.0,0,0,0,0,7,6030.5,1230.0,1800.6,1840.6,realtime,1.63,4.23,none,,,4.73,
nl-NL_DT1,1l_nl-NL_female-DT1/062.Schakel de waarschuwing voor botsingen achteraan in.wav,whisper_v3,nl-NL,4.77,Schakel de waarschuwing voor botsingen achteraan in,Schakel de waarschuwing voor botsingen achteraan in.,0.0,0,0,0,0,7,6075.6,1275.4,1845.6,1885.6,realtime,1.63,4.23,none,,,4.73,
nl-NL_DT1,1r_nl-NL_female-DT1/148.Oproep negeren.wav,realtime,nl-NL,3.08,Oproep negeren,Oproep negeren.,0.0,0,0,0,0,2,1209.9,96.6,626.9,626.9,realtime,1.37,2.57,none,1.37,2.57,,
nl-NL_DT1,1r_nl-NL_female-DT1/148.Oproep negeren.wav,fast_mai,nl-NL,3.08,Oproep negeren,Oproep negeren,0.0,0,0,0,0,2,3549.6,449.4,979.8,479.8,realtime,1.37,2.57,none,,,3.07,
nl-NL_DT1,1r_nl-NL_female-DT1/148.Oproep negeren.wav,whisper_v3,nl-NL,3.08,Oproep negeren,Oproep negeren.,0.0,0,0,0,0,2,4170.9,1070.9,1601.1,1621.1,realtime,1.37,2.57,none,,,3.07,
nl-NL_DT1,1r_nl-NL_female-DT1/148.Oproep negeren.wav,fast_default,nl-NL,3.08,Oproep negeren,Oproep negeren.,0.0,0,0,0,0,2,4197.4,1097.4,1627.6,1647.6,realtime,1.37,2.57,none,,,3.07,
nl-NL_DT1,1l_nl-NL_male-DT1/042.Slimme grootlichten inschakelen.wav,realtime,nl-NL,3.83,Slimme grootlichten inschakelen,Slimme groot lichten inschakelen.,0.0,0,0,0,0,3,1322.8,-107.7,612.9,612.9,realtime,,,skip,1.34,3.18,,
nl-NL_DT1,1l_nl-NL_male-DT1/042.Slimme grootlichten inschakelen.wav,fast_mai,nl-NL,3.83,Slimme grootlichten inschakelen,Slimme grootlichten inschakelen,0.0,0,0,0,0,3,4349.9,449.4,520.1,520.1,self,,,skip,,,,
nl-NL_DT1,1l_nl-NL_male-DT1/042.Slimme grootlichten inschakelen.wav,whisper_v3,nl-NL,3.83,Slimme grootlichten inschakelen,Slimme groot lichten inschakelen.,0.0,0,0,0,0,3,5121.6,1221.5,1971.6,1971.6,self,,,skip,,,,
nl-NL_DT1,1l_nl-NL_male-DT1/042.Slimme grootlichten inschakelen.wav,fast_default,nl-NL,3.83,Slimme grootlichten inschakelen,Slimme groot lichten inschakelen.,0.0,0,0,0,0,3,5146.7,1246.4,1996.8,1996.8,self,,,skip,,,,
nl-NL_DT1,2r_nl-NL_female-DT1/135.Radio afspelen.wav,realtime,nl-NL,3.24,Radio afspelen,Radio afspelen.,0.0,0,0,0,0,2,1532.3,-322.0,1068.4,1068.4,realtime,1.23,1.91,none,1.23,1.91,,
nl-NL_DT1,2r_nl-NL_female-DT1/135.Radio afspelen.wav,fast_mai,nl-NL,3.24,Radio afspelen,Lario of fame.,1.5,1,1,0,2,2,2952.6,452.2,1042.6,542.6,realtime,1.23,1.91,none,,,2.41,
nl-NL_DT1,2r_nl-NL_female-DT1/135.Radio afspelen.wav,fast_default,nl-NL,3.24,Radio afspelen,Radio afspelen.,0.0,0,0,0,0,2,3509.9,1009.7,1600.2,1120.2,realtime,1.23,1.91,none,,,2.41,
nl-NL_DT1,2r_nl-NL_female-DT1/135.Radio afspelen.wav,whisper_v3,nl-NL,3.24,Radio afspelen,Radio afspelen.,0.0,0,0,0,0,2,3529.1,1029.1,1619.3,1139.3,realtime,1.23,1.91,none,,,2.41,
nl-NL_DT1,1r_nl-NL_male-DT1/027.Kunt u de rugleuning helemaal naar voren zetten.wav,realtime,nl-NL,4.34,Kunt u de rugleuning helemaal naar voren zetten,Kunt u de rugleuning helemaal naar voren zetten?,0.0,0,0,0,0,8,1189.2,-85.1,645.3,645.3,realtime,1.27,3.67,none,1.27,3.67,,
nl-NL_DT1,1r_nl-NL_male-DT1/027.Kunt u de rugleuning helemaal naar voren zetten.wav,fast_mai,nl-NL,4.34,Kunt u de rugleuning helemaal naar voren zetten,kunt u de rugleuning helemaal naar voren zetten.,0.0,0,0,0,0,8,4690.6,490.0,1020.4,520.4,realtime,1.27,3.67,none,,,4.17,
nl-NL_DT1,1r_nl-NL_male-DT1/027.Kunt u de rugleuning helemaal naar voren zetten.wav,whisper_v3,nl-NL,4.34,Kunt u de rugleuning helemaal naar voren zetten,Kunt u de rugleuning helemaal naar voren zetten?,0.0,0,0,0,0,8,5386.4,1186.3,1716.6,1756.6,realtime,1.27,3.67,none,,,4.17,
nl-NL_DT1,1r_nl-NL_male-DT1/027.Kunt u de rugleuning helemaal naar voren zetten.wav,fast_default,nl-NL,4.34,Kunt u de rugleuning helemaal naar voren zetten,Kunt u de rugleuning helemaal naar voren zetten?,0.0,0,0,0,0,8,5425.5,1225.0,1755.4,1795.4,realtime,1.27,3.67,none,,,4.17,
nl-NL_DT1,1l_nl-NL_female-DT1/055.Maak een foto.wav,realtime,nl-NL,2.94,Maak een foto,Maak een foto.,0.0,0,0,0,0,3,1320.3,77.3,707.9,707.9,realtime,1.25,2.37,none,1.25,2.37,,
nl-NL_DT1,1l_nl-NL_female-DT1/055.Maak een foto.wav,fast_mai,nl-NL,2.94,Maak een foto,Maak een foto.,0.0,0,0,0,0,3,3325.8,425.5,956.0,456.0,realtime,1.25,2.37,none,,,2.87,
nl-NL_DT1,1l_nl-NL_female-DT1/055.Maak een foto.wav,fast_default,nl-NL,2.94,Maak een foto,Maak een foto.,0.0,0,0,0,0,3,3928.4,1027.9,1558.6,1738.6,realtime,1.25,2.37,none,,,2.87,
nl-NL_DT1,1l_nl-NL_female-DT1/055.Maak een foto.wav,whisper_v3,nl-NL,2.94,Maak een foto,Maak een foto.,0.0,0,0,0,0,3,3981.1,1080.7,1611.2,1791.2,realtime,1.25,2.37,none,,,2.87,
nl-NL_DT1,2r_nl-NL_male-DT1/100.Kaart weergeven.wav,realtime,nl-NL,3.15,Kaart weergeven,Taart weergeven.,0.5,1,0,0,1,2,1200.1,-107.7,662.5,662.5,realtime,1.27,2.43,none,1.27,2.43,,
nl-NL_DT1,2r_nl-NL_male-DT1/100.Kaart weergeven.wav,fast_mai,nl-NL,3.15,Kaart weergeven,De kaart weergeven.,0.5,1,1,0,0,2,3621.3,621.3,1191.4,691.4,realtime,1.27,2.43,none,,,2.93,
nl-NL_DT1,2r_nl-NL_male-DT1/100.Kaart weergeven.wav,fast_default,nl-NL,3.15,Kaart weergeven,Kaart weergeven.,0.0,0,0,0,0,2,4002.7,1002.7,1572.9,1612.9,realtime,1.27,2.43,none,,,2.93,
nl-NL_DT1,2r_nl-NL_male-DT1/100.Kaart weergeven.wav,whisper_v3,nl-NL,3.15,Kaart weergeven,Kaart weergeven.,0.0,0,0,0,0,2,4100.3,1100.2,1670.4,1710.4,realtime,1.27,2.43,none,,,2.93,
nl-NL_DT1,2l_nl-NL_male-DT1/110.Pagina vier.wav,realtime,nl-NL,2.85,Pagina vier,Pagina 4.,0.5,1,0,0,1,2,979.2,-112.4,688.0,688.0,realtime,1.18,2.1,none,1.18,2.1,,
nl-NL_DT1,2l_nl-NL_male-DT1/110.Pagina vier.wav,fast_mai,nl-NL,2.85,Pagina vier,Pagina 4,0.5,1,0,0,1,2,3017.1,416.7,917.3,417.3,realtime,1.18,2.1,none,,,2.6,
nl-NL_DT1,2l_nl-NL_male-DT1/110.Pagina vier.wav,whisper_v3,nl-NL,2.85,Pagina vier,Pagina 4.,0.5,1,0,0,1,2,3658.1,1057.4,1558.0,1548.0,realtime,1.18,2.1,none,,,2.6,
nl-NL_DT1,2l_nl-NL_male-DT1/110.Pagina vier.wav,fast_default,nl-NL,2.85,Pagina vier,Pagina 4.,0.5,1,0,0,1,2,3716.1,1115.9,1616.3,1606.3,realtime,1.18,2.1,none,,,2.6,
nl-NL_DT1,1r_nl-NL_female-DT1/108.ga naar vorige pagina.wav,realtime,nl-NL,3.44,ga naar vorige pagina,Vanaf vorige orvinatie.,0.75,1,0,1,2,4,541.0,83.6,743.9,743.9,realtime,2.56,2.8,trim_both,2.32,2.84,,
nl-NL_DT1,1r_nl-NL_female-DT1/108.ga naar vorige pagina.wav,fast_mai,nl-NL,3.44,ga naar vorige pagina,naar vorige pagina.,0.25,1,0,1,0,4,3859.5,559.5,1059.7,559.7,realtime,2.56,2.8,trim_both,,,3.3,
nl-NL_DT1,1r_nl-NL_female-DT1/108.ga naar vorige pagina.wav,whisper_v3,nl-NL,3.44,ga naar vorige pagina,Vanaf vorige orvina.,0.75,1,0,1,2,4,4485.4,1185.1,1685.4,1215.4,realtime,2.56,2.8,trim_both,,,3.3,
nl-NL_DT1,1r_nl-NL_female-DT1/108.ga naar vorige pagina.wav,fast_default,nl-NL,3.44,ga naar vorige pagina,Vanaf vorige orvina.,0.75,1,0,1,2,4,4520.0,1225.3,1725.7,1255.7,realtime,2.56,2.8,trim_both,,,3.3,
nl-NL_DT1,1r_nl-NL_male-DT1/002.voorste airconditioning uitschakelen.wav,realtime,nl-NL,4.0,voorste airconditioning uitschakelen,Voorste airconditioning uitschakelen.,0.0,0,0,0,0,3,1195.5,-203.1,507.3,507.3,realtime,1.37,3.29,none,1.37,3.29,,
nl-NL_DT1,1r_nl-NL_male-DT1/002.voorste airconditioning uitschakelen.wav,fast_mai,nl-NL,4.0,voorste airconditioning uitschakelen,Voorts de airconditioning uitschakelen.,0.6667,1,1,0,1,3,4222.4,422.2,932.6,432.6,realtime,1.37,3.29,none,,,3.79,
nl-NL_DT1,1r_nl-NL_male-DT1/002.voorste airconditioning uitschakelen.wav,whisper_v3,nl-NL,4.0,voorste airconditioning uitschakelen,Voorste airconditioning uitschakelen.,0.0,0,0,0,0,3,4963.0,1162.8,1673.0,1693.0,realtime,1.37,3.29,none,,,3.79,
nl-NL_DT1,1r_nl-NL_male-DT1/002.voorste airconditioning uitschakelen.wav,fast_default,nl-NL,4.0,voorste airconditioning uitschakelen,Voorste airconditioning uitschakelen.,0.0,0,0,0,0,3,4970.2,1169.8,1680.2,1700.2,realtime,1.37,3.29,none,,,3.79,
nl-NL_DT1,2r_nl-NL_female-DT1/020.Verhoog de temperatuur van de bestuurdersstoelverwarming een beetje.wav,realtime,nl-NL,5.42,Verhoog de temperatuur van de bestuurdersstoelverwarming een beetje,Verhoog de temperatuur van de bestuurdersstoelverwarming een beetje.,0.0,0,0,0,0,8,1214.2,62.5,853.0,853.0,realtime,1.35,4.71,none,1.35,4.71,,
nl-NL_DT1,2r_nl-NL_female-DT1/020.Verhoog de temperatuur van de bestuurdersstoelverwarming een beetje.wav,fast_mai,nl-NL,5.42,Verhoog de temperatuur van de bestuurdersstoelverwarming een beetje,Verhoog de temperatuur van de bestuurdersstoelverwarming een beetje.,0.0,0,0,0,0,8,5815.6,515.1,1105.6,605.6,realtime,1.35,4.71,none,,,5.21,
nl-NL_DT1,2r_nl-NL_female-DT1/020.Verhoog de temperatuur van de bestuurdersstoelverwarming een beetje.wav,fast_default,nl-NL,5.42,Verhoog de temperatuur van de bestuurdersstoelverwarming een beetje,Verhoog de temperatuur van de bestuurdersstoelverwarming een beetje.,0.0,0,0,0,0,8,6577.2,1277.3,1867.4,1787.4,realtime,1.35,4.71,none,,,5.21,
nl-NL_DT1,2r_nl-NL_female-DT1/020.Verhoog de temperatuur van de bestuurdersstoelverwarming een beetje.wav,whisper_v3,nl-NL,5.42,Verhoog de temperatuur van de bestuurdersstoelverwarming een beetje,Verhoog de temperatuur van de bestuurdersstoelverwarming een beetje.,0.0,0,0,0,0,8,6597.4,1297.4,1887.5,1807.5,realtime,1.35,4.71,none,,,5.21,
nl-NL_DT1,1r_nl-NL_male-DT1/120.Voeg Starbucks toe als tussenstop.wav,realtime,nl-NL,3.8,Voeg Starbucks toe als tussenstop,Starbucks toe als tussenstop.,0.2,1,0,1,0,5,806.2,-28.4,632.1,632.1,realtime,1.58,3.14,none,1.58,3.14,,
nl-NL_DT1,1r_nl-NL_male-DT1/120.Voeg Starbucks toe als tussenstop.wav,fast_mai,nl-NL,3.8,Voeg Starbucks toe als tussenstop,Starbucks toe als tussenstop.,0.2,1,0,1,0,5,4085.1,385.0,945.2,445.2,realtime,1.58,3.14,none,,,3.64,
nl-NL_DT1,1r_nl-NL_male-DT1/120.Voeg Starbucks toe als tussenstop.wav,fast_default,nl-NL,3.8,Voeg Starbucks toe als tussenstop,Starbucks toe als tussenstop.,0.2,1,0,1,0,5,4787.5,1087.1,1647.7,1637.7,realtime,1.58,3.14,none,,,3.64,
nl-NL_DT1,1r_nl-NL_male-DT1/120.Voeg Starbucks toe als tussenstop.wav,whisper_v3,nl-NL,3.8,Voeg Starbucks toe als tussenstop,Starbucks toe als tussenstop.,0.2,1,0,1,0,5,4792.1,1091.8,1652.2,1642.2,realtime,1.58,3.14,none,,,3.64,
