dataset,sample_id,service,locale,duration_s,reference,hypothesis,wer,sentence_error,ins,del,sub,ref_len,first_latency_ms,lbl_ms,upl_ms,upl_self_ms,upl_anchor,speech_start_s,speech_end_s,boundary_fix_action,first_word_start_s,last_word_end_s,vad_truncated_s,error
en-GB_DT1,1l_en-GB_male-DT1/Turn on Apple Carplay for the passenger.wav,realtime,en-GB,4.95,Turn on Apple Carplay for the passenger,Turn on Apple CarPlay for the passenger.,0.0,0,0,0,0,7,1606.7,-780.3,630.2,630.2,realtime,1.07,3.59,none,1.07,3.59,,
en-GB_DT1,1l_en-GB_male-DT1/Turn on Apple Carplay for the passenger.wav,realtime_refine,en-GB,4.95,Turn on Apple Carplay for the passenger,Turn on Apple CarPlay for the passenger.,0.0,0,0,0,0,7,1592.5,-388.1,1142.0,1142.0,realtime,1.07,3.59,none,1.07,3.47,,
en-GB_DT1,1l_en-GB_male-DT1/Turn on Apple Carplay for the passenger.wav,fast_llm,en-GB,4.95,Turn on Apple Carplay for the passenger,Turn on Apple CarPlay for the passenger.,0.0,0,0,0,0,7,4582.4,482.4,992.5,1112.5,realtime,1.07,3.59,none,,,4.09,
en-GB_DT1,1l_en-GB_male-DT1/Turn on Apple Carplay for the passenger.wav,fast_mai,en-GB,4.95,Turn on Apple Carplay for the passenger,Turn on Apple CarPlay for the passenger.,0.0,0,0,0,0,7,4603.7,503.6,1013.7,513.7,realtime,1.07,3.59,none,,,4.09,
en-GB_DT1,1l_en-GB_male-DT1/Turn on Apple Carplay for the passenger.wav,fast_default,en-GB,4.95,Turn on Apple Carplay for the passenger,Turn on Apple CarPlay for the passenger.,0.0,0,0,0,0,7,4710.6,610.5,1120.7,1190.7,realtime,1.07,3.59,none,,,4.09,
en-GB_DT1,1l_en-GB_female-DT1/Disable automatic window closing when locking the car.wav,realtime,en-GB,5.61,Disable automatic window closing when locking the car,Disable automatic Windows plaything when locking the car.,0.25,1,0,0,2,8,1626.4,324.1,764.5,764.5,realtime,1.26,5.26,none,1.26,5.26,,
en-GB_DT1,1l_en-GB_female-DT1/Disable automatic window closing when locking the car.wav,realtime_refine,en-GB,5.61,Disable automatic window closing when locking the car,Disable automatic windows raving when locking the car.,0.25,1,0,0,2,8,1611.5,898.9,1419.0,1419.0,realtime,1.26,5.26,none,1.26,5.18,,
en-GB_DT1,1l_en-GB_female-DT1/Disable automatic window closing when locking the car.wav,fast_mai,en-GB,5.61,Disable automatic window closing when locking the car,Disable automatic window closing when locking the car.,0.0,0,0,0,0,8,6181.3,480.7,921.3,571.3,realtime,1.26,5.26,none,,,5.76,
en-GB_DT1,1l_en-GB_female-DT1/Disable automatic window closing when locking the car.wav,fast_llm,en-GB,5.61,Disable automatic window closing when locking the car,Disable automatic window closing when locking the car.,0.0,0,0,0,0,8,6195.9,495.8,936.0,966.0,realtime,1.26,5.26,none,,,5.76,
en-GB_DT1,1l_en-GB_female-DT1/Disable automatic window closing when locking the car.wav,fast_default,en-GB,5.61,Disable automatic window closing when locking the car,Disable automatic window braving when locking the car.,0.125,1,0,0,1,8,6292.6,591.9,1032.7,1092.7,realtime,1.26,5.26,none,,,5.76,
en-GB_DT1,1l_en-GB_female-DT1/Show the AC setting page.wav,realtime,en-GB,3.96,Show the AC setting page,The setting page.,0.4,1,0,2,0,5,1592.2,298.0,388.2,388.2,realtime,2.27,3.91,none,2.27,3.91,,
en-GB_DT1,1l_en-GB_female-DT1/Show the AC setting page.wav,realtime_refine,en-GB,3.96,Show the AC setting page,Show me the setting page.,0.4,1,1,1,0,5,2430.4,658.8,889.8,889.8,realtime,2.27,3.91,none,1.45,3.77,,
en-GB_DT1,1l_en-GB_female-DT1/Show the AC setting page.wav,fast_mai,en-GB,3.96,Show the AC setting page,show the PC setting page,0.2,1,0,0,1,5,4455.6,455.2,545.7,495.7,realtime,2.27,3.91,none,,,4.41,
en-GB_DT1,1l_en-GB_female-DT1/Show the AC setting page.wav,fast_llm,en-GB,3.96,Show the AC setting page,Show me the setting page.,0.4,1,1,1,0,5,4480.5,480.1,570.7,690.7,realtime,2.27,3.91,none,,,4.41,
en-GB_DT1,1l_en-GB_female-DT1/Show the AC setting page.wav,fast_default,en-GB,3.96,Show the AC setting page,Setting page.,0.6,1,0,3,0,5,4596.4,595.8,686.4,836.4,realtime,2.27,3.91,none,,,4.41,
en-GB_DT1,1l_en-GB_female-DT1/Play 100.wav,realtime,en-GB,3.96,Play 100,Create 100.7 FM.,1.5,1,2,0,1,2,1731.6,286.1,456.6,456.6,realtime,1.63,3.75,trim_both,1.15,3.83,,
en-GB_DT1,1l_en-GB_female-DT1/Play 100.wav,realtime_refine,en-GB,3.96,Play 100,100.7 FM.,1.5,1,1,0,2,2,1340.6,630.6,991.1,991.1,realtime,1.63,3.75,trim_both,1.56,3.64,,
en-GB_DT1,1l_en-GB_female-DT1/Play 100.wav,fast_default,en-GB,3.96,Play 100,"Hey, 100.7 FM.",1.5,1,2,0,1,2,4396.8,396.6,646.9,636.9,realtime,1.63,3.75,trim_both,,,4.25,
en-GB_DT1,1l_en-GB_female-DT1/Play 100.wav,fast_llm,en-GB,3.96,Play 100,Play 100.7 FM.,1.0,1,2,0,0,2,4480.3,479.9,730.4,850.4,realtime,1.63,3.75,trim_both,,,4.25,
en-GB_DT1,1l_en-GB_female-DT1/Play 100.wav,fast_mai,en-GB,3.96,Play 100,Play 100.7 FM.,1.0,1,2,0,0,2,4582.4,582.3,832.6,622.6,realtime,1.63,3.75,trim_both,,,4.25,
en-GB_DT1,1l_en-GB_female-DT1/Set the  POI  as my home.wav,realtime,en-GB,4.57,Set the  POI  as my home,Set the POI as my home.,0.0,0,0,0,0,6,2173.9,325.3,465.7,465.7,realtime,1.38,4.46,none,1.38,4.46,,
en-GB_DT1,1l_en-GB_female-DT1/Set the  POI  as my home.wav,realtime_refine,en-GB,4.57,Set the  POI  as my home,That's the POI at my home.,0.5,1,1,0,2,6,2241.6,713.4,1273.9,1273.9,realtime,1.38,4.46,none,1.32,4.04,,
en-GB_DT1,1l_en-GB_female-DT1/Set the  POI  as my home.wav,fast_mai,en-GB,4.57,Set the  POI  as my home,left the POI at my home.,0.3333,1,0,0,2,6,5070.4,470.1,610.4,500.4,realtime,1.38,4.46,none,,,4.96,
en-GB_DT1,1l_en-GB_female-DT1/Set the  POI  as my home.wav,fast_llm,en-GB,4.57,Set the  POI  as my home,That's the POI at my home.,0.5,1,1,0,2,6,5098.1,498.0,638.2,1068.2,realtime,1.38,4.46,none,,,4.96,
en-GB_DT1,1l_en-GB_female-DT1/Set the  POI  as my home.wav,fast_default,en-GB,4.57,Set the  POI  as my home,That's the POI at my home.,0.5,1,1,0,2,6,5167.7,567.6,707.7,1207.7,realtime,1.38,4.46,none,,,4.96,
en-GB_DT1,1l_en-GB_female-DT1/Increase the HUD brightness slightly.wav,realtime,en-GB,4.14,Increase the HUD brightness slightly,Increase the HED brightness slightly.,0.2,1,0,0,1,5,1615.5,334.1,554.7,554.7,realtime,1.26,3.98,none,1.26,3.98,,
en-GB_DT1,1l_en-GB_female-DT1/Increase the HUD brightness slightly.wav,realtime_refine,en-GB,4.14,Increase the HUD brightness slightly,Increase the HUD brightness slightly.,0.0,0,0,0,0,5,1605.8,706.3,1007.4,1007.4,realtime,1.26,3.98,none,1.26,3.9,,
en-GB_DT1,1l_en-GB_female-DT1/Increase the HUD brightness slightly.wav,fast_llm,en-GB,4.14,Increase the HUD brightness slightly,Increase the HUD brightness slightly.,0.0,0,0,0,0,5,4665.1,465.0,685.3,715.3,realtime,1.26,3.98,none,,,4.48,
en-GB_DT1,1l_en-GB_female-DT1/Increase the HUD brightness slightly.wav,fast_default,en-GB,4.14,Increase the HUD brightness slightly,Increase the HUD brightness slightly.,0.0,0,0,0,0,5,4792.3,592.3,812.4,872.4,realtime,1.26,3.98,none,,,4.48,
en-GB_DT1,1l_en-GB_female-DT1/Increase the HUD brightness slightly.wav,fast_mai,en-GB,4.14,Increase the HUD brightness slightly,Increase the HUD brightness slightly.,0.0,0,0,0,0,5,4831.8,631.5,851.9,691.9,realtime,1.26,3.98,none,,,4.48,
en-GB_DT1,1l_en-GB_male-DT1/Turn off wireless charging Turn off wireless charging.wav,realtime,en-GB,4.24,Turn off wireless charging Turn off wireless charging,Turn off wireless charging.,0.5,1,0,4,0,8,942.8,-927.5,383.2,383.2,realtime,1.03,2.99,none,1.03,2.99,,
en-GB_DT1,1l_en-GB_male-DT1/Turn off wireless charging Turn off wireless charging.wav,realtime_refine,en-GB,4.24,Turn off wireless charging Turn off wireless charging,Turn off wireless charging.,0.5,1,0,4,0,8,929.4,-475.2,1105.6,1105.6,realtime,1.03,2.99,none,1.04,2.72,,
en-GB_DT1,1l_en-GB_male-DT1/Turn off wireless charging Turn off wireless charging.wav,fast_llm,en-GB,4.24,Turn off wireless charging Turn off wireless charging,Turn off wireless charging.,0.5,1,0,4,0,8,3962.1,461.9,972.2,1212.2,realtime,1.03,2.99,none,,,3.49,
en-GB_DT1,1l_en-GB_male-DT1/Turn off wireless charging Turn off wireless charging.wav,fast_default,en-GB,4.24,Turn off wireless charging Turn off wireless charging,Turn off wireless charging.,0.5,1,0,4,0,8,4072.5,572.2,1082.7,1352.7,realtime,1.03,2.99,none,,,3.49,
en-GB_DT1,1l_en-GB_male-DT1/Turn off wireless charging Turn off wireless charging.wav,fast_mai,en-GB,4.24,Turn off wireless charging Turn off wireless charging,Turn off wireless charging.,0.5,1,0,4,0,8,4104.0,603.4,1114.0,614.0,realtime,1.03,2.99,none,,,3.49,
en-GB_DT1,1l_en-GB_male-DT1/Set the front row to the lowest temperature.wav,realtime,en-GB,4.89,Set the front row to the lowest temperature,Set the front row to the lowest temperature.,0.0,0,0,0,0,8,921.4,-814.3,596.6,596.6,realtime,1.05,3.49,none,1.05,3.49,,
en-GB_DT1,1l_en-GB_male-DT1/Set the front row to the lowest temperature.wav,realtime_refine,en-GB,4.89,Set the front row to the lowest temperature,Set the front row to the lowest temperature.,0.0,0,0,0,0,8,891.6,-320.6,1190.0,1190.0,realtime,1.05,3.49,none,1.07,3.39,,
en-GB_DT1,1l_en-GB_male-DT1/Set the front row to the lowest temperature.wav,fast_llm,en-GB,4.89,Set the front row to the lowest temperature,Set the front row to the lowest temperature.,0.0,0,0,0,0,8,4487.4,487.1,997.5,1097.5,realtime,1.05,3.49,none,,,3.99,
en-GB_DT1,1l_en-GB_male-DT1/Set the front row to the lowest temperature.wav,fast_mai,en-GB,4.89,Set the front row to the lowest temperature,Set the front row to the lowest temperature.,0.0,0,0,0,0,8,4487.8,487.5,998.3,498.3,realtime,1.05,3.49,none,,,3.99,
en-GB_DT1,1l_en-GB_male-DT1/Set the front row to the lowest temperature.wav,fast_default,en-GB,4.89,Set the front row to the lowest temperature,Set the front row to the lowest temperature.,0.0,0,0,0,0,8,4576.9,576.8,1087.1,1177.1,realtime,1.05,3.49,none,,,3.99,
en-GB_DT1,1l_en-GB_female-DT1/Disable automatic door unlocking when parked.wav,realtime,en-GB,5.53,Disable automatic door unlocking when parked,Disable automatic door unlocking when parked.,0.0,0,0,0,0,6,1602.7,489.8,820.5,820.5,realtime,1.67,5.27,none,1.67,5.27,,
en-GB_DT1,1l_en-GB_female-DT1/Disable automatic door unlocking when parked.wav,realtime_refine,en-GB,5.53,Disable automatic door unlocking when parked,Yes.Disable automatic door unlocking when parked.,0.1667,1,1,0,0,6,3233.4,834.2,1144.7,1144.7,realtime,1.67,5.27,none,0.04,5.29,,
en-GB_DT1,1l_en-GB_female-DT1/Disable automatic door unlocking when parked.wav,fast_mai,en-GB,5.53,Disable automatic door unlocking when parked,Disable automatic door unlocking when parked.,0.0,0,0,0,0,6,6084.0,483.5,814.1,554.1,realtime,1.67,5.27,none,,,5.77,
en-GB_DT1,1l_en-GB_female-DT1/Disable automatic door unlocking when parked.wav,fast_llm,en-GB,5.53,Disable automatic door unlocking when parked,Disable automatic door unlocking when parked.,0.0,0,0,0,0,6,6095.7,495.0,825.9,785.9,realtime,1.67,5.27,none,,,5.77,
en-GB_DT1,1l_en-GB_female-DT1/Disable automatic door unlocking when parked.wav,fast_default,en-GB,5.53,Disable automatic door unlocking when parked,Disable automatic door unlocking when parked.,0.0,0,0,0,0,6,6230.2,629.6,960.6,950.6,realtime,1.67,5.27,none,,,5.77,
en-GB_DT1,1l_en-GB_male-DT1/Increase the driverΓÇÖs seat temperature a little.wav,realtime,en-GB,4.93,Increase the driverΓÇÖs seat temperature a little,Increase the driver's seat temperature a little.,0.2857,1,1,0,1,7,1270.0,-795.5,705.1,705.1,realtime,1.02,3.5,none,1.02,3.5,,
en-GB_DT1,1l_en-GB_male-DT1/Increase the driverΓÇÖs seat temperature a little.wav,realtime_refine,en-GB,4.93,Increase the driverΓÇÖs seat temperature a little,Increase the driver's seat temperature a little.,0.2857,1,1,0,1,7,1229.2,-439.1,1201.5,1201.5,realtime,1.02,3.5,none,1.04,3.36,,
en-GB_DT1,1l_en-GB_male-DT1/Increase the driverΓÇÖs seat temperature a little.wav,fast_default,en-GB,4.93,Increase the driverΓÇÖs seat temperature a little,Increase the driver's seat temperature a little.,0.2857,1,1,0,1,7,4390.3,390.2,890.4,1030.4,realtime,1.02,3.5,none,,,4.0,
en-GB_DT1,1l_en-GB_male-DT1/Increase the driverΓÇÖs seat temperature a little.wav,fast_mai,en-GB,4.93,Increase the driverΓÇÖs seat temperature a little,Increase the driver's seat temperature a little.,0.2857,1,1,0,1,7,4433.3,433.2,933.3,433.3,realtime,1.02,3.5,none,,,4.0,
en-GB_DT1,1l_en-GB_male-DT1/Increase the driverΓÇÖs seat temperature a little.wav,fast_llm,en-GB,4.93,Increase the driverΓÇÖs seat temperature a little,Increase the driver's seat temperature a little.,0.2857,1,1,0,1,7,4468.5,467.9,968.4,1078.4,realtime,1.02,3.5,none,,,4.0,
en-GB_DT1,1l_en-GB_female-DT1/Decrease the driver's window.wav,realtime,en-GB,4.95,Decrease the driver's window,Which drives us red ball.,1.0,1,0,0,5,5,1565.3,-405.0,745.2,745.2,realtime,2.81,3.53,trim_both,2.61,3.85,,
en-GB_DT1,1l_en-GB_female-DT1/Decrease the driver's window.wav,realtime_refine,en-GB,4.95,Decrease the driver's window,It drives as red ball.,1.0,1,0,0,5,5,1530.6,-132.5,1108.4,1108.4,realtime,2.81,3.53,trim_both,2.64,3.76,,
en-GB_DT1,1l_en-GB_female-DT1/Decrease the driver's window.wav,fast_llm,en-GB,4.95,Decrease the driver's window,The driver was involved.,0.6,1,0,1,2,5,4554.0,453.9,1024.1,764.1,realtime,2.81,3.53,trim_both,,,4.03,
en-GB_DT1,1l_en-GB_female-DT1/Decrease the driver's window.wav,fast_default,en-GB,4.95,Decrease the driver's window,Which drive is Rimbol?,1.0,1,0,1,4,5,4638.1,537.9,1108.0,878.0,realtime,2.81,3.53,trim_both,,,4.03,
en-GB_DT1,1l_en-GB_female-DT1/Decrease the driver's window.wav,fast_mai,en-GB,4.95,Decrease the driver's window,Good drive of Red Ball.,1.0,1,0,0,5,5,4692.8,591.9,1162.8,663.8,realtime,2.81,3.53,trim_both,,,4.03,
en-GB_DT1,1l_en-GB_male-DT1/Call Jane.wav,realtime,en-GB,3.43,Call Jane,Paul Kane.,1.0,1,0,0,2,2,1836.4,-568.4,972.2,972.2,realtime,1.48,1.96,trim_first,1.08,1.96,,
en-GB_DT1,1l_en-GB_male-DT1/Call Jane.wav,realtime_refine,en-GB,3.43,Call Jane,Call Jane.,0.0,0,0,0,0,2,1979.0,-608.6,991.8,991.8,realtime,1.48,1.96,trim_first,1.1,1.9,,
en-GB_DT1,1l_en-GB_male-DT1/Call Jane.wav,fast_llm,en-GB,3.43,Call Jane,Call Jane.,0.0,0,0,0,0,2,2944.1,443.7,984.3,1074.3,realtime,1.48,1.96,trim_first,,,2.46,
en-GB_DT1,1l_en-GB_male-DT1/Call Jane.wav,fast_default,en-GB,3.43,Call Jane,Call Jane.,0.0,0,0,0,0,2,3028.0,527.7,1068.1,1188.1,realtime,1.48,1.96,trim_first,,,2.46,
en-GB_DT1,1l_en-GB_male-DT1/Call Jane.wav,fast_mai,en-GB,3.43,Call Jane,Call Jane.,0.0,0,0,0,0,2,3130.5,630.2,1170.6,670.6,realtime,1.48,1.96,trim_first,,,2.46,
en-GB_DT1,1l_en-GB_female-DT1/Close HUD.wav,realtime,en-GB,3.26,Close HUD,Lions Hed.,1.0,1,0,0,2,2,1921.9,327.9,958.5,958.5,realtime,1.95,2.67,trim_first,1.35,2.67,,
en-GB_DT1,1l_en-GB_female-DT1/Close HUD.wav,realtime_refine,en-GB,3.26,Close HUD,Lions HED.,1.0,1,0,0,2,2,1889.8,631.7,1291.9,1291.9,realtime,1.95,2.67,trim_first,1.36,2.64,,
en-GB_DT1,1l_en-GB_female-DT1/Close HUD.wav,fast_llm,en-GB,3.26,Close HUD,Phone Heath.,1.0,1,0,0,2,2,3638.8,438.1,968.9,648.9,realtime,1.95,2.67,trim_first,,,3.17,
en-GB_DT1,1l_en-GB_female-DT1/Close HUD.wav,fast_default,en-GB,3.26,Close HUD,HED.,1.0,1,0,1,1,2,3743.5,542.6,1073.5,1103.5,realtime,1.95,2.67,trim_first,,,3.17,
en-GB_DT1,1l_en-GB_female-DT1/Close HUD.wav,fast_mai,en-GB,3.26,Close HUD,Close HUD.,0.0,0,0,0,0,2,3849.2,648.5,1179.2,679.2,realtime,1.95,2.67,trim_first,,,3.17,
en-GB_DT1,1l_en-GB_male-DT1/move the driver's cushion down a little.wav,realtime,en-GB,4.85,move the driver's cushion down a little,Move the driver's cushion down a little.,0.0,0,0,0,0,8,938.3,-803.4,447.1,447.1,realtime,1.05,3.65,none,1.05,3.65,,
en-GB_DT1,1l_en-GB_male-DT1/move the driver's cushion down a little.wav,realtime_refine,en-GB,4.85,move the driver's cushion down a little,Move the driver's cushion down a little.,0.0,0,0,0,0,8,946.4,-452.4,1088.0,1088.0,realtime,1.05,3.65,none,1.04,3.36,,
en-GB_DT1,1l_en-GB_male-DT1/move the driver's cushion down a little.wav,fast_mai,en-GB,4.85,move the driver's cushion down a little,Move the driver's cushion down a little.,0.0,0,0,0,0,8,4651.7,451.4,1001.9,501.9,realtime,1.05,3.65,none,,,4.15,
en-GB_DT1,1l_en-GB_male-DT1/move the driver's cushion down a little.wav,fast_llm,en-GB,4.85,move the driver's cushion down a little,Move the driver's cushion down a little.,0.0,0,0,0,0,8,4682.2,481.5,1032.3,1292.3,realtime,1.05,3.65,none,,,4.15,
en-GB_DT1,1l_en-GB_male-DT1/move the driver's cushion down a little.wav,fast_default,en-GB,4.85,move the driver's cushion down a little,Move the driver's cushion down a little.,0.0,0,0,0,0,8,4793.9,593.8,1144.0,1434.0,realtime,1.05,3.65,none,,,4.15,
en-GB_DT1,1l_en-GB_female-DT1/Change the fan's direction to face.wav,realtime,en-GB,5.23,Change the fan's direction to face,Change the fan's direction to faith.,0.1429,1,0,0,1,7,1291.8,-395.3,815.7,815.7,realtime,1.77,4.09,none,1.77,4.09,,
en-GB_DT1,1l_en-GB_female-DT1/Change the fan's direction to face.wav,realtime_refine,en-GB,5.23,Change the fan's direction to face,Change the farm's direction to faith.,0.2857,1,0,0,2,7,1291.8,38.1,1248.9,1248.9,realtime,1.77,4.09,none,1.77,4.09,,
en-GB_DT1,1l_en-GB_female-DT1/Change the fan's direction to face.wav,fast_mai,en-GB,5.23,Change the fan's direction to face,Change the fan's direction to face.,0.0,0,0,0,0,7,5094.0,494.0,1004.2,504.2,realtime,1.77,4.09,none,,,4.59,
en-GB_DT1,1l_en-GB_female-DT1/Change the fan's direction to face.wav,fast_llm,en-GB,5.23,Change the fan's direction to face,Change the farm's direction to face.,0.1429,1,0,0,1,7,5066.5,466.4,976.5,916.5,realtime,1.77,4.09,none,,,4.59,
en-GB_DT1,1l_en-GB_female-DT1/Change the fan's direction to face.wav,fast_default,en-GB,5.23,Change the fan's direction to face,Change the farm's direction to faith.,0.2857,1,0,0,2,7,5179.1,578.7,1089.2,1099.2,realtime,1.77,4.09,none,,,4.59,
en-GB_DT1,1l_en-GB_female-DT1/Orange ambient lighting.wav,realtime,en-GB,3.17,Orange ambient lighting,Orange ambient lighting.,0.0,0,0,0,0,3,1241.1,297.0,427.7,427.7,realtime,1.31,3.07,none,1.31,3.07,,
en-GB_DT1,1l_en-GB_female-DT1/Orange ambient lighting.wav,realtime_refine,en-GB,3.17,Orange ambient lighting,What?Orange ambient lighting,0.3333,1,1,0,0,3,2506.2,648.3,958.8,958.8,realtime,1.31,3.07,none,0.08,2.89,,
en-GB_DT1,1l_en-GB_female-DT1/Orange ambient lighting.wav,fast_llm,en-GB,3.17,Orange ambient lighting,Orange ambient lighting.,0.0,0,0,0,0,3,3659.1,458.5,589.3,749.3,realtime,1.31,3.07,none,,,3.57,
en-GB_DT1,1l_en-GB_female-DT1/Orange ambient lighting.wav,fast_mai,en-GB,3.17,Orange ambient lighting,Orange ambient lighting.,0.0,0,0,0,0,3,3681.7,481.4,611.8,511.8,realtime,1.31,3.07,none,,,3.57,
en-GB_DT1,1l_en-GB_female-DT1/Orange ambient lighting.wav,fast_default,en-GB,3.17,Orange ambient lighting,Orange ambient lighting.,0.0,0,0,0,0,3,3762.5,562.6,692.8,882.8,realtime,1.31,3.07,none,,,3.57,
en-GB_DT1,1l_en-GB_female-DT1/Decrease the screen brightness.wav,realtime,en-GB,3.63,Decrease the screen brightness,Decrease the screen brightness.,0.0,0,0,0,0,4,1859.1,85.8,666.4,666.4,realtime,1.12,3.12,none,1.12,3.12,,
en-GB_DT1,1l_en-GB_female-DT1/Decrease the screen brightness.wav,realtime_refine,en-GB,3.63,Decrease the screen brightness,decrease the screen brightness.,0.0,0,0,0,0,4,1792.7,617.4,1318.0,1318.0,realtime,1.12,3.12,none,1.16,3.0,,
en-GB_DT1,1l_en-GB_female-DT1/Decrease the screen brightness.wav,fast_llm,en-GB,3.63,Decrease the screen brightness,Decrease the screen brightness.,0.0,0,0,0,0,4,4171.4,471.0,1051.5,1101.5,realtime,1.12,3.12,none,,,3.62,
en-GB_DT1,1l_en-GB_female-DT1/Decrease the screen brightness.wav,fast_default,en-GB,3.63,Decrease the screen brightness,Decrease the screen brightness.,0.0,0,0,0,0,4,4273.3,574.0,1154.5,1234.5,realtime,1.12,3.12,none,,,3.62,
en-GB_DT1,1l_en-GB_female-DT1/Decrease the screen brightness.wav,fast_mai,en-GB,3.63,Decrease the screen brightness,Decrease the screen brightness.,0.0,0,0,0,0,4,4286.5,586.2,1167.1,667.1,realtime,1.12,3.12,none,,,3.62,
en-GB_DT1,1l_en-GB_female-DT1/raise the temperature by 3 degrees.wav,realtime,en-GB,5.0,raise the temperature by 3 degrees,What's the temperature by three degrees?,0.5,1,1,0,2,6,1260.3,-19.4,831.3,831.3,realtime,1.91,4.15,none,1.91,4.15,,
en-GB_DT1,1l_en-GB_female-DT1/raise the temperature by 3 degrees.wav,realtime_refine,en-GB,5.0,raise the temperature by 3 degrees,That's the temperature by three degrees.,0.5,1,1,0,2,6,1172.6,321.5,1081.8,1081.8,realtime,1.91,4.15,none,2.0,4.24,,
en-GB_DT1,1l_en-GB_female-DT1/raise the temperature by 3 degrees.wav,fast_llm,en-GB,5.0,raise the temperature by 3 degrees,the town of the by three degrees.,0.8333,1,2,1,2,6,5202.3,501.6,1052.3,932.3,realtime,1.91,4.15,none,,,4.65,
en-GB_DT1,1l_en-GB_female-DT1/raise the temperature by 3 degrees.wav,fast_mai,en-GB,5.0,raise the temperature by 3 degrees,The town in the chat is 5.3 degrees.,1.0,1,3,0,3,6,5249.2,548.4,1099.2,599.2,realtime,1.91,4.15,none,,,4.65,
en-GB_DT1,1l_en-GB_female-DT1/raise the temperature by 3 degrees.wav,fast_default,en-GB,5.0,raise the temperature by 3 degrees,That's the talent checks by three degrees.,0.8333,1,2,0,3,6,5303.2,602.9,1153.4,1063.4,realtime,1.91,4.15,none,,,4.65,
en-GB_DT1,1l_en-GB_male-DT1/Mute the voice.wav,realtime,en-GB,3.51,Mute the voice,Mute the voice.,0.0,0,0,0,0,3,1289.9,-829.9,491.1,491.1,realtime,1.08,2.28,none,1.08,2.28,,
en-GB_DT1,1l_en-GB_male-DT1/Mute the voice.wav,realtime_refine,en-GB,3.51,Mute the voice,Mute the voice.,0.0,0,0,0,0,3,1305.4,-486.8,1083.7,1083.7,realtime,1.08,2.28,none,1.07,2.03,,
en-GB_DT1,1l_en-GB_male-DT1/Mute the voice.wav,fast_default,en-GB,3.51,Mute the voice,Mute the voice.,0.0,0,0,0,0,3,3150.8,351.0,871.1,1151.1,realtime,1.08,2.28,none,,,2.78,
en-GB_DT1,1l_en-GB_male-DT1/Mute the voice.wav,fast_mai,en-GB,3.51,Mute the voice,Mute the voice.,0.0,0,0,0,0,3,3262.1,461.6,982.3,483.3,realtime,1.08,2.28,none,,,2.78,
