dataset,sample_id,service,locale,duration_s,reference,hypothesis,wer,sentence_error,ins,del,sub,ref_len,first_latency_ms,lbl_ms,upl_ms,upl_self_ms,upl_anchor,speech_start_s,speech_end_s,boundary_fix_action,first_word_start_s,last_word_end_s,vad_truncated_s,error
fr-FR_DT1,1l_fr-FR_female-DT1/Baisse le volume.wav,fast_mai,fr-FR,5.95,Baisse le volume,Baisse le volume.,0.0,0,0,0,0,3,4707.8,507.6,1037.9,537.9,realtime,2.35,3.67,none,,,4.17,
fr-FR_DT1,1l_fr-FR_female-DT1/Baisse le volume.wav,fast_default,fr-FR,5.95,Baisse le volume,Baisse le volume.,0.0,0,0,0,0,3,4909.8,709.6,1239.9,1429.9,realtime,2.35,3.67,none,,,4.17,
fr-FR_DT1,1l_fr-FR_male-DT1/Passe l’affichage en mode sombre.wav,realtime,fr-FR,6.25,Passe l’affichage en mode sombre,Passe l'affichage en mode sonde.,0.1667,1,0,0,1,6,1611.0,-1118.7,832.4,832.4,realtime,2.35,3.87,trim_last,2.35,4.35,,
fr-FR_DT1,1l_fr-FR_male-DT1/Passe l’affichage en mode sombre.wav,realtime_refine,fr-FR,6.25,Passe l’affichage en mode sombre,Passe l'affichage en mode centre.,0.1667,1,0,0,1,6,1590.6,-758.3,1272.3,1272.3,realtime,2.35,3.87,trim_last,2.39,4.27,,
fr-FR_DT1,1l_fr-FR_male-DT1/Passe l’affichage en mode sombre.wav,fast_llm,fr-FR,6.25,Passe l’affichage en mode sombre,Passe l'affichage en mode sombre.,0.0000,0,0,0,0,6,4907.5,507.4,1037.7,557.7,realtime,2.35,3.87,trim_last,,,4.37,
fr-FR_DT1,1l_fr-FR_male-DT1/Passe l’affichage en mode sombre.wav,fast_mai,fr-FR,6.25,Passe l’affichage en mode sombre,Passe l'affichage en mode sombre.,0.0000,0,0,0,0,6,4925.5,525.1,1055.6,555.6,realtime,2.35,3.87,trim_last,,,4.37,
fr-FR_DT1,1l_fr-FR_male-DT1/Passe l’affichage en mode sombre.wav,fast_default,fr-FR,6.25,Passe l’affichage en mode sombre,Passe l'affichage en mode centre.,0.1667,1,0,0,1,6,5004.1,604.0,1134.2,684.2,realtime,2.35,3.87,trim_last,,,4.37,
fr-FR_DT1,1l_fr-FR_male-DT1/Régle le chauffage du siège passager au minimum.wav,realtime,fr-FR,7.94,Régle le chauffage du siège passager au minimum,Règle le cheval du siège passager au maximum.,0.3750,1,0,0,3,8,1537.6,-1713.7,856.8,856.8,realtime,2.99,4.91,trim_both,2.63,5.43,,
fr-FR_DT1,1l_fr-FR_male-DT1/Régle le chauffage du siège passager au minimum.wav,realtime_refine,fr-FR,7.94,Régle le chauffage du siège passager au minimum,Règle le cheval du siège passager au maximum.,0.3750,1,0,0,3,8,1488.5,-1230.6,1329.6,1329.6,realtime,2.99,4.91,trim_both,2.68,5.44,,
fr-FR_DT1,1l_fr-FR_male-DT1/Régle le chauffage du siège passager au minimum.wav,fast_mai,fr-FR,7.94,Régle le chauffage du siège passager au minimum,Règle le chauffage du siège passager au maximum.,0.2500,1,0,0,2,8,5992.3,490.7,1082.4,582.4,realtime,2.99,4.91,trim_both,,,5.41,
fr-FR_DT1,1l_fr-FR_male-DT1/Régle le chauffage du siège passager au minimum.wav,fast_llm,fr-FR,7.94,Régle le chauffage du siège passager au minimum,Règle le cheval du siège passager au maximum.,0.3750,1,0,0,3,8,6017.1,516.3,1106.9,626.9,realtime,2.99,4.91,trim_both,,,5.41,
fr-FR_DT1,1l_fr-FR_male-DT1/Régle le chauffage du siège passager au minimum.wav,fast_default,fr-FR,7.94,Régle le chauffage du siège passager au minimum,Règle le cheval du siège passager au maximum.,0.3750,1,0,0,3,8,6119.2,618.9,1209.1,759.1,realtime,2.99,4.91,trim_both,,,5.41,
fr-FR_DT1,1l_fr-FR_male-DT1/Désactive la fermeture automatique des vitres.wav,realtime,fr-FR,8.23,Désactive la fermeture automatique des vitres,Désactive la fermeture automatique des vitres.,0.0000,0,0,0,0,6,1314.5,-1608.0,692.1,692.1,realtime,3.16,6.0,none,3.16,6.0,,
fr-FR_DT1,1l_fr-FR_male-DT1/Désactive la fermeture automatique des vitres.wav,realtime_refine,fr-FR,8.23,Désactive la fermeture automatique des vitres,Désactive la fermeture automatique des vitres.,0.0000,0,0,0,0,6,1322.0,-1267.7,1002.9,1002.9,realtime,3.16,6.0,none,3.15,6.03,,
fr-FR_DT1,1l_fr-FR_male-DT1/Désactive la fermeture automatique des vitres.wav,fast_llm,fr-FR,8.23,Désactive la fermeture automatique des vitres,Désactive la fermeture automatique des vitres.,0.0000,0,0,0,0,6,7022.5,522.2,1022.7,1032.7,realtime,3.16,6.0,none,,,6.5,
fr-FR_DT1,1l_fr-FR_male-DT1/Désactive la fermeture automatique des vitres.wav,fast_default,fr-FR,8.23,Désactive la fermeture automatique des vitres,Désactive la fermeture automatique des vitres.,0.0000,0,0,0,0,6,7121.4,621.4,1121.6,1121.6,realtime,3.16,6.0,none,,,6.5,
fr-FR_DT1,1l_fr-FR_male-DT1/Désactive la fermeture automatique des vitres.wav,fast_mai,fr-FR,8.23,Désactive la fermeture automatique des vitres,Désactive la fermeture automatique des vitres.,0.0000,0,0,0,0,6,7150.2,650.2,1150.4,650.4,realtime,3.16,6.0,none,,,6.5,
fr-FR_DT1,1l_fr-FR_female-DT1/Augmente le volume.wav,realtime,fr-FR,6.92,Augmente le volume,Augmente le volume.,0.0,0,0,0,0,3,906.5,-2231.0,649.2,649.2,realtime,2.76,4.12,none,2.76,4.12,,
fr-FR_DT1,1l_fr-FR_female-DT1/Augmente le volume.wav,realtime_refine,fr-FR,6.92,Augmente le volume,Augmente le volume.,0.0,0,0,0,0,3,923.4,-1774.4,1105.9,1105.9,realtime,2.76,4.12,none,2.76,4.12,,
fr-FR_DT1,1l_fr-FR_female-DT1/Augmente le volume.wav,fast_mai,fr-FR,6.92,Augmente le volume,Augmente le volume.,0.0,0,0,0,0,3,5159.8,459.1,1039.6,539.6,realtime,2.76,4.12,none,,,4.62,
fr-FR_DT1,1l_fr-FR_female-DT1/Augmente le volume.wav,fast_llm,fr-FR,6.92,Augmente le volume,Augmente le volume.,0.0,0,0,0,0,3,5174.8,474.7,1054.9,1104.9,realtime,2.76,4.12,none,,,4.62,
fr-FR_DT1,1l_fr-FR_female-DT1/Augmente le volume.wav,fast_default,fr-FR,6.92,Augmente le volume,Augmente le volume.,0.0,0,0,0,0,3,5259.3,558.8,1139.3,1179.3,realtime,2.76,4.12,none,,,4.62,
fr-FR_DT1,1l_fr-FR_male-DT1/Active le mode scénario.wav,realtime,fr-FR,6.33,Active le mode scénario,Qui va le mode scénario ?,0.5000,1,1,0,1,4,1233.8,-1421.5,598.7,598.7,realtime,2.9,3.62,trim_both,2.74,4.38,,
fr-FR_DT1,1l_fr-FR_male-DT1/Active le mode scénario.wav,realtime_refine,fr-FR,6.33,Active le mode scénario,Active le mode scénario.,0.0000,0,0,0,0,4,1376.4,-1100.6,999.9,999.9,realtime,2.9,3.62,trim_both,2.62,4.3,,
fr-FR_DT1,1l_fr-FR_male-DT1/Active le mode scénario.wav,fast_llm,fr-FR,6.33,Active le mode scénario,Le mode scénario.,0.2500,1,0,1,0,4,4661.0,460.7,1041.1,541.1,realtime,2.9,3.62,trim_both,,,4.12,
fr-FR_DT1,1l_fr-FR_male-DT1/Active le mode scénario.wav,fast_mai,fr-FR,6.33,Active le mode scénario,suivre le mode scénario.,0.2500,1,0,0,1,4,4690.9,490.5,1071.0,571.0,realtime,2.9,3.62,trim_both,,,4.12,
fr-FR_DT1,1l_fr-FR_male-DT1/Active le mode scénario.wav,fast_default,fr-FR,6.33,Active le mode scénario,Le mode scénario.,0.2500,1,0,1,0,4,4801.6,600.9,1181.5,721.5,realtime,2.9,3.62,trim_both,,,4.12,
fr-FR_DT1,1l_fr-FR_male-DT1/Ferme la vitre arrière droite.wav,realtime,fr-FR,7.62,Ferme la vitre arrière droite,Ferme la douche arrière-droite.,0.2000,1,0,0,1,5,1917.3,-1725.9,594.6,594.6,realtime,3.46,5.38,none,3.46,5.38,,
fr-FR_DT1,1l_fr-FR_male-DT1/Ferme la vitre arrière droite.wav,realtime_refine,fr-FR,7.62,Ferme la vitre arrière droite,Ferme la visque arrière droite.,0.2000,1,0,0,1,5,1951.2,-1343.7,1116.4,1116.4,realtime,3.46,5.38,none,3.4,5.24,,
fr-FR_DT1,1l_fr-FR_male-DT1/Ferme la vitre arrière droite.wav,fast_mai,fr-FR,7.62,Ferme la vitre arrière droite,"La ferme, la douce arrière droite.",0.4000,1,1,0,1,5,6432.7,532.5,1052.7,552.7,realtime,3.46,5.38,none,,,5.88,
fr-FR_DT1,1l_fr-FR_male-DT1/Ferme la vitre arrière droite.wav,fast_llm,fr-FR,7.62,Ferme la vitre arrière droite,"Term, like this, carried one.",1.0000,1,0,0,5,5,6414.9,514.5,1034.9,1104.9,realtime,3.46,5.38,none,,,5.88,
fr-FR_DT1,1l_fr-FR_male-DT1/Ferme la vitre arrière droite.wav,fast_default,fr-FR,7.62,Ferme la vitre arrière droite,Ferme la disque arrière droite.,0.2000,1,0,0,1,5,6540.4,640.0,1160.4,1300.4,realtime,3.46,5.38,none,,,5.88,
fr-FR_DT1,1l_fr-FR_female-DT1/Active la ventilation du siège passager.wav,realtime,fr-FR,9.33,Active la ventilation du siège passager,Active la ventilation du siège passager.,0.0000,0,0,0,0,6,1030.6,-2402.8,877.5,877.5,realtime,3.44,6.12,none,3.44,6.12,,
fr-FR_DT1,1l_fr-FR_female-DT1/Active la ventilation du siège passager.wav,realtime_refine,fr-FR,9.33,Active la ventilation du siège passager,Active la ventilation du siège passager.,0.0000,0,0,0,0,6,994.5,-2043.5,1086.7,1086.7,realtime,3.44,6.12,none,3.47,6.27,,
fr-FR_DT1,1l_fr-FR_female-DT1/Active la ventilation du siège passager.wav,fast_llm,fr-FR,9.33,Active la ventilation du siège passager,Active la ventilation du siège passager.,0.0000,0,0,0,0,6,7196.9,496.9,1077.0,847.0,realtime,3.44,6.12,none,,,6.62,
fr-FR_DT1,1l_fr-FR_female-DT1/Active la ventilation du siège passager.wav,fast_mai,fr-FR,9.33,Active la ventilation du siège passager,Active la ventilation du siège passager.,0.0000,0,0,0,0,6,7242.3,544.0,1124.4,624.4,realtime,3.44,6.12,none,,,6.62,
fr-FR_DT1,1l_fr-FR_female-DT1/Active la ventilation du siège passager.wav,fast_default,fr-FR,9.33,Active la ventilation du siège passager,Active la ventilation du siège passager.,0.0000,0,0,0,0,6,7346.4,646.0,1226.6,1106.6,realtime,3.44,6.12,none,,,6.62,
fr-FR_DT1,1l_fr-FR_female-DT1/Active la recharge sans fil.wav,realtime,fr-FR,7.95,Active la recharge sans fil,Active la recharge sans fil.,0.0,0,0,0,0,5,1235.7,-2002.8,797.5,797.5,realtime,3.24,5.2,none,3.24,5.2,,
fr-FR_DT1,1l_fr-FR_female-DT1/Active la recharge sans fil.wav,realtime_refine,fr-FR,7.95,Active la recharge sans fil,Active la recharge sans fil.,0.0,0,0,0,0,5,1228.2,-1667.7,1172.8,1172.8,realtime,3.24,5.2,none,3.24,5.16,,
fr-FR_DT1,1l_fr-FR_female-DT1/Active la recharge sans fil.wav,fast_llm,fr-FR,7.95,Active la recharge sans fil,Active la recharge sans fil.,0.0,0,0,0,0,5,6169.7,469.2,969.8,1019.8,realtime,3.24,5.2,none,,,5.7,
fr-FR_DT1,1l_fr-FR_female-DT1/Active la recharge sans fil.wav,fast_mai,fr-FR,7.95,Active la recharge sans fil,Active la recharge sans fil.,0.0,0,0,0,0,5,6186.1,485.8,986.1,486.1,realtime,3.24,5.2,none,,,5.7,
fr-FR_DT1,1l_fr-FR_female-DT1/Active la recharge sans fil.wav,fast_default,fr-FR,7.95,Active la recharge sans fil,Active la recharge sans fil.,0.0,0,0,0,0,5,6818.3,1118.0,1618.4,1698.4,realtime,3.24,5.2,none,,,5.7,
fr-FR_DT1,1l_fr-FR_female-DT1/Lève légèrement le coussin s'il te plaît.wav,realtime,fr-FR,7.46,Lève légèrement le coussin s'il te plaît,Lève légèrement le coussin s'il te plaît.,0.0000,0,0,0,0,8,1623.7,-1781.6,909.1,909.1,realtime,2.69,4.49,trim_both,2.25,4.81,,
fr-FR_DT1,1l_fr-FR_female-DT1/Lève légèrement le coussin s'il te plaît.wav,realtime_refine,fr-FR,7.46,Lève légèrement le coussin s'il te plaît,Lève légèrement le coussin s'il te plaît.,0.0000,0,0,0,0,8,1617.2,-1356.1,1254.5,1254.5,realtime,2.69,4.49,trim_both,2.25,4.89,,
fr-FR_DT1,1l_fr-FR_female-DT1/Lève légèrement le coussin s'il te plaît.wav,fast_mai,fr-FR,7.46,Lève légèrement le coussin s'il te plaît,Lève légèrement le coussin s'il te plaît.,0.0000,0,0,0,0,8,5556.4,557.0,1067.5,567.5,realtime,2.69,4.49,trim_both,,,4.99,
fr-FR_DT1,1l_fr-FR_female-DT1/Lève légèrement le coussin s'il te plaît.wav,fast_llm,fr-FR,7.46,Lève légèrement le coussin s'il te plaît,Lève légèrement le coussin s'il te plaît.,0.0000,0,0,0,0,8,5510.9,511.3,1021.5,601.5,realtime,2.69,4.49,trim_both,,,4.99,
fr-FR_DT1,1l_fr-FR_female-DT1/Lève légèrement le coussin s'il te plaît.wav,fast_default,fr-FR,7.46,Lève légèrement le coussin s'il te plaît,"Lève légèrement le coussin, s'il te plaît.",0.0000,0,0,0,0,8,5655.5,655.4,1165.6,855.6,realtime,2.69,4.49,trim_both,,,4.99,
fr-FR_DT1,1l_fr-FR_female-DT1/Augmenter un peu la température du conducteur.wav,realtime,fr-FR,8.34,Augmenter un peu la température du conducteur,Augmenter un peu la température du conducteur.,0.0000,0,0,0,0,7,1026.1,-1931.2,869.7,869.7,realtime,2.64,5.6,none,2.64,5.6,,
fr-FR_DT1,1l_fr-FR_female-DT1/Augmenter un peu la température du conducteur.wav,realtime_refine,fr-FR,8.34,Augmenter un peu la température du conducteur,Augmenter un peu la température du conducteur.,0.0000,0,0,0,0,7,1075.2,-1442.5,1287.8,1287.8,realtime,2.64,5.6,none,2.59,5.67,,
fr-FR_DT1,1l_fr-FR_female-DT1/Augmenter un peu la température du conducteur.wav,fast_mai,fr-FR,8.34,Augmenter un peu la température du conducteur,Augmentez un peu la température du conducteur.,0.1429,1,0,0,1,7,6557.0,456.6,957.1,457.1,realtime,2.64,5.6,none,,,6.1,
